Event.Id,Event.Date,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Make,Engine.Type,Broad.phase.of.flight,Aircraft.Category,Injury.Severity,Purpose.of.flight,Accident_Count
20120315X14443,2012-03-15,IMC,2.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20120315X35524,2012-03-15,VMC,2.0,0.0,0.0,Emeraude,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120315X52136,2012-03-15,VMC,5.0,0.0,0.0,Cessna,Turbo Fan,Unknown,Airplane,Fatal,Personal,1
20120315X63245,2012-03-15,VMC,2.0,0.0,0.0,Convair,Reciprocating,Unknown,Airplane,Fatal,Unknown,1
20120316X41023,2012-03-15,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120317X91318,2012-03-15,UNK,1.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Fatal,Positioning,1
20120318X65755,2012-03-15,VMC,0.0,1.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20120319X42518,2012-03-15,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120320X60204,2012-03-15,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120501X70035,2012-03-15,VMC,0.0,0.0,0.0,Air Tractor Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Aerial Application,1
20120316X40147,2012-03-16,VMC,0.0,3.0,0.0,Raven Industries Inc,Unknown,Unknown,Balloon,Non-Fatal,Other Work Use,1
20120316X50725,2012-03-16,VMC,0.0,0.0,0.0,Flight Design Gmbh,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120319X33240,2012-03-16,VMC,1.0,0.0,0.0,Firefly Balloons Inc,Unknown,Unknown,Balloon,Fatal,Skydiving,1
20120320X73601,2012-03-16,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120319X03943,2012-03-17,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120319X71436,2012-03-17,VMC,0.0,0.0,1.0,Sadler Terry A,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120320X45206,2012-03-17,VMC,0.0,0.0,0.0,Bellanca,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120320X95501,2012-03-17,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120318X91942,2012-03-18,VMC,1.0,0.0,1.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120319X43848,2012-03-18,VMC,0.0,0.0,1.0,Boehlke Kevin P,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120319X84023,2012-03-18,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120321X24816,2012-03-18,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120322X52544,2012-03-18,VMC,0.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120321X23409,2012-03-20,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120321X33932,2012-03-20,VMC,0.0,0.0,0.0,Grimm,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120321X62302,2012-03-20,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120322X25316,2012-03-20,VMC,0.0,0.0,1.0,Boeing,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20120322X85730,2012-03-20,VMC,0.0,0.0,0.0,Aeronca,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120322X05609,2012-03-21,IMC,3.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120322X83547,2012-03-21,VMC,0.0,0.0,1.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120323X64122,2012-03-21,VMC,0.0,0.0,0.0,Jdt,Reciprocating,Unknown,Ultralight,Non-Fatal,Personal,1
20120327X44242,2012-03-21,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120404X13758,2012-03-21,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120322X10452,2012-03-22,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120322X70857,2012-03-22,VMC,0.0,0.0,0.0,Reich,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120323X64925,2012-03-22,VMC,8.0,0.0,0.0,Beech,Unknown,Unknown,Airplane,Fatal,Unknown,1
20120412X21846,2012-03-22,VMC,0.0,1.0,0.0,Gerner,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120323X40512,2012-03-23,VMC,0.0,1.0,1.0,Diamond Aircraft Ind Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120323X60614,2012-03-23,VMC,0.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120324X13858,2012-03-23,VMC,0.0,0.0,1.0,Piper,Turbo Prop,Unknown,Airplane,Non-Fatal,Personal,1
20120324X21405,2012-03-23,IMC,0.0,0.0,0.0,Rockwell International,Turbo Prop,Unknown,Airplane,Non-Fatal,Other Work Use,1
20120324X31438,2012-03-23,VMC,0.0,2.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Public Aircraft - Local,1
20120325X10800,2012-03-23,VMC,2.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20120403X00927,2012-03-23,VMC,0.0,0.0,0.0,Cirrus Design Corporation,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120324X70622,2012-03-24,VMC,0.0,0.0,0.0,New Kolb Aircraft Co,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120324X93454,2012-03-24,VMC,0.0,0.0,2.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Positioning,1
20120325X51737,2012-03-24,VMC,0.0,0.0,1.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120326X00523,2012-03-24,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120326X01225,2012-03-24,IMC,0.0,0.0,0.0,Joy Aviation Ltd,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120326X10400,2012-03-24,IMC,0.0,0.0,0.0,Smith,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120326X11711,2012-03-24,VMC,1.0,0.0,1.0,Enbody Frank,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120326X54016,2012-03-24,VMC,0.0,0.0,1.0,Hall Jeffrey,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120326X91748,2012-03-24,VMC,0.0,0.0,0.0,Jacobs,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120329X64649,2012-03-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120331X04107,2012-03-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Other Work Use,1
20120409X10833,2012-03-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120325X11226,2012-03-25,VMC,0.0,0.0,0.0,Fantasy Air Sro,Reciprocating,Unknown,Airplane,Non-Fatal,Ferry,1
20120326X01729,2012-03-25,VMC,4.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120326X52129,2012-03-25,VMC,0.0,1.0,0.0,Furru Donald Jeffrey,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120327X93747,2012-03-25,VMC,0.0,0.0,0.0,Stinson,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120413X55842,2012-03-25,UNK,0.0,0.0,0.0,Boeing,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20120326X55039,2012-03-26,VMC,1.0,0.0,0.0,Anderson John H,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120327X10442,2012-03-26,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120330X13042,2012-03-27,VMC,0.0,0.0,0.0,Cessna,Turbo Prop,Unknown,Airplane,Non-Fatal,Executive/Corporate,1
20120327X42426,2012-03-27,VMC,0.0,0.0,0.0,Rotorcraft Developement Corp.,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Positioning,1
20120328X02504,2012-03-28,VMC,1.0,0.0,1.0,Beech,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120328X81149,2012-03-28,VMC,1.0,0.0,0.0,Walling,Unknown,Unknown,Airplane,Fatal,Personal,1
20120330X94554,2012-03-29,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120330X03721,2012-03-30,VMC,0.0,0.0,1.0,Powrachute,Reciprocating,Unknown,Powered Parachute,Non-Fatal,Personal,1
20120330X04618,2012-03-30,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120331X10044,2012-03-30,VMC,0.0,1.0,0.0,Hughes,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Positioning,1
20120402X34547,2012-03-30,VMC,0.0,0.0,0.0,Arado-Flugzeugwerke Gmbh,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120402X82357,2012-03-30,VMC,1.0,0.0,0.0,Oliver Joseph,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120410X30119,2012-03-30,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120409X21232,2012-03-30,VMC,0.0,0.0,0.0,Eurocopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,External Load,1
20120331X34152,2012-03-31,VMC,2.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120401X13509,2012-03-31,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Skydiving,1
20120402X73702,2012-03-31,VMC,0.0,0.0,0.0,Taylorcraft Aviation Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120404X52616,2012-03-31,VMC,0.0,0.0,0.0,Ruiz E,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20120402X20342,2012-04-01,VMC,1.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120402X52218,2012-04-01,VMC,0.0,0.0,0.0,Lake,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120402X71359,2012-04-01,VMC,0.0,1.0,1.0,Powrachute Llc,Reciprocating,Unknown,Powered Parachute,Non-Fatal,Instructional,1
20120404X93304,2012-04-01,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Skydiving,1
20120402X20544,2012-04-02,VMC,0.0,0.0,2.0,Sapp Larry E,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120403X01230,2012-04-02,VMC,0.0,0.0,0.0,Air Tractor Inc,Turbo Prop,Unknown,Airplane,Non-Fatal,Aerial Application,1
20120403X03055,2012-04-02,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120404X75417,2012-04-03,VMC,0.0,0.0,0.0,Hawker Beechcraft,Turbo Prop,Unknown,Airplane,Non-Fatal,Ferry,1
20120403X20101,2012-04-03,VMC,2.0,0.0,0.0,Nelson,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120404X40048,2012-04-03,VMC,0.0,0.0,0.0,Luscombe,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120404X74324,2012-04-03,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120405X31518,2012-04-03,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120405X35953,2012-04-03,VMC,0.0,1.0,0.0,Enstrom,Reciprocating,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20120422X01441,2012-04-03,VMC,0.0,0.0,0.0,Jones,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120404X61705,2012-04-04,VMC,1.0,0.0,0.0,Grumman,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120405X40552,2012-04-04,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Positioning,1
20120409X20609,2012-04-04,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120405X54148,2012-04-05,VMC,0.0,0.0,1.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20120405X54629,2012-04-05,VMC,0.0,0.0,1.0,Remos Acft Gmbh Flugzeugbau,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120406X00827,2012-04-05,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120409X91540,2012-04-05,VMC,0.0,1.0,0.0,Wielt,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120406X43139,2012-04-06,VMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120406X84844,2012-04-06,VMC,1.0,0.0,0.0,Wejebe Jose,Turbo Prop,Unknown,Airplane,Fatal,Personal,1
20120408X32851,2012-04-06,VMC,0.0,0.0,0.0,Fisher,Unknown,Unknown,Glider,Non-Fatal,Personal,1
20120409X23005,2012-04-06,VMC,0.0,0.0,0.0,Fairchild,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120424X81128,2012-04-06,IMC,4.0,0.0,0.0,Agusta,Turbo Shaft,Unknown,Helicopter,Fatal,Unknown,1
20121219X35209,2012-04-06,VMC,2.0,0.0,0.0,Robinson,Reciprocating,Unknown,Helicopter,Fatal,Unknown,1
20120409X05702,2012-04-07,VMC,0.0,0.0,0.0,Bombardier Inc,Turbo Prop,Unknown,Airplane,Non-Fatal,Unknown,1
20120409X51524,2012-04-07,VMC,0.0,1.0,0.0,Luscombe,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120409X64055,2012-04-07,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120409X84523,2012-04-07,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120408X21850,2012-04-08,VMC,2.0,0.0,0.0,Extra Flugzeugbau Gmbh,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120409X70107,2012-04-08,VMC,0.0,2.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120409X22717,2012-04-09,VMC,0.0,0.0,1.0,Ayres Corporation,Turbo Prop,Unknown,Airplane,Non-Fatal,Aerial Application,1
20120409X72355,2012-04-09,VMC,0.0,0.0,0.0,Robinson Helicopter Company,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20120409X72653,2012-04-09,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120410X34350,2012-04-09,VMC,0.0,0.0,0.0,Air Tractor Inc,Turbo Prop,Unknown,Airplane,Non-Fatal,Aerial Application,1
20120412X90856,2012-04-09,VMC,0.0,0.0,0.0,Cubcrafters Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120514X25049,2012-04-09,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120411X30418,2012-04-10,VMC,0.0,2.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20120412X45456,2012-04-10,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120412X62610,2012-04-10,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120413X01034,2012-04-10,VMC,0.0,0.0,0.0,Avian Balloon,Unknown,Unknown,Balloon,Non-Fatal,Other Work Use,1
20120419X21321,2012-04-10,VMC,0.0,0.0,0.0,Willerton,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120413X73241,2012-04-12,VMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120413X75305,2012-04-12,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120418X65443,2012-04-12,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120413X33355,2012-04-13,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120414X11049,2012-04-13,VMC,0.0,1.0,0.0,Stanley B E,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120415X83107,2012-04-13,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120417X00541,2012-04-13,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120417X91104,2012-04-13,VMC,0.0,1.0,0.0,Nelson Sydney/Nelson Diann,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120418X45151,2012-04-13,VMC,0.0,1.0,0.0,Aerostar International Inc,Unknown,Unknown,Balloon,Non-Fatal,Personal,1
20120414X64253,2012-04-14,VMC,0.0,1.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Positioning,1
20120414X83122,2012-04-14,VMC,1.0,0.0,0.0,Manzitto Michael A,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120415X00147,2012-04-14,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120415X85058,2012-04-14,VMC,0.0,0.0,2.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20120416X50902,2012-04-14,VMC,0.0,0.0,1.0,T Bird Golden Circle Air Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120415X81927,2012-04-15,VMC,0.0,0.0,0.0,Tiger Aircraft Llc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120416X65141,2012-04-15,VMC,0.0,2.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120416X71420,2012-04-15,VMC,0.0,0.0,1.0,Willoughby Pete A,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120417X32350,2012-04-15,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120417X44353,2012-04-15,VMC,0.0,1.0,2.0,Airbus Industrie,Turbo Jet,Unknown,Airplane,Non-Fatal,Unknown,1
20120418X32929,2012-04-15,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120419X54805,2012-04-16,VMC,0.0,0.0,0.0,Luscombe,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120420X35114,2012-04-16,VMC,0.0,0.0,0.0,Prendergast John/Vans,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120510X73152,2012-04-16,VMC,0.0,0.0,1.0,Ultramagic,Unknown,Unknown,Balloon,Non-Fatal,Other Work Use,1
20120417X02303,2012-04-17,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120417X35351,2012-04-17,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120417X64321,2012-04-17,VMC,0.0,1.0,0.0,Apollo Aircraft Inc,Reciprocating,Unknown,Weight-Shift,Non-Fatal,Personal,1
20120417X72641,2012-04-17,VMC,0.0,0.0,0.0,Hughes,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20120419X92052,2012-04-17,VMC,0.0,0.0,0.0,Rockwell International,Reciprocating,Unknown,Airplane,Non-Fatal,Aerial Application,1
20120419X92541,2012-04-17,VMC,0.0,1.0,0.0,Heiser Robert C Jr,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120420X71440,2012-04-17,VMC,0.0,0.0,0.0,Sikorsky,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Business,1
20120423X41811,2012-04-18,VMC,0.0,0.0,0.0,Aerospatiale,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Unknown,1
20120419X51642,2012-04-19,VMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120419X75715,2012-04-19,VMC,0.0,0.0,1.0,Skykits Usa Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120420X01413,2012-04-19,VMC,0.0,0.0,3.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120420X40144,2012-04-19,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120424X25643,2012-04-19,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120420X45235,2012-04-20,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120422X94838,2012-04-20,VMC,0.0,2.0,0.0,Raytheon Aircraft Company,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120424X54750,2012-04-20,VMC,1.0,0.0,0.0,Beech,Unknown,Unknown,Airplane,Fatal,Personal,1
20120421X43732,2012-04-21,IMC,1.0,0.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120422X33539,2012-04-21,VMC,0.0,0.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Personal,1
20120427X21826,2012-04-21,VMC,0.0,0.0,0.0,Moody-Siple,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120421X20827,2012-04-22,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120422X31201,2012-04-22,VMC,0.0,1.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120422X32112,2012-04-22,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120422X32659,2012-04-22,VMC,0.0,0.0,1.0,Beechcraft Corporation,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120423X32944,2012-04-22,VMC,0.0,0.0,0.0,Cub Crafters Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120423X33636,2012-04-22,VMC,0.0,0.0,0.0,Mays,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120423X93428,2012-04-22,VMC,0.0,0.0,1.0,Bumford-Royer,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120424X32715,2012-04-22,VMC,0.0,0.0,0.0,Alvarez Marvin R,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120424X42119,2012-04-22,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120419X54443,2012-04-23,VMC,2.0,0.0,0.0,League,Turbo Prop,Unknown,Airplane,Fatal,Instructional,1
20120427X00201,2012-04-23,VMC,0.0,0.0,0.0,Clifton,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120509X23224,2012-04-24,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20120425X03742,2012-04-25,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Aerial Application,1
20120426X55701,2012-04-25,VMC,0.0,0.0,0.0,Evektor-Aerotechnik As,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120426X74830,2012-04-25,VMC,3.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120427X35807,2012-04-25,VMC,0.0,0.0,0.0,Thrush Aircraft Inc,Turbo Prop,Unknown,Airplane,Non-Fatal,Flight Test,1
20120427X22656,2012-04-26,VMC,0.0,2.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Aerial Observation,1
20120430X73551,2012-04-26,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20121112X35729,2012-04-26,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120502X01340,2012-04-27,VMC,0.0,0.0,0.0,Cessna,Turbo Fan,Unknown,Airplane,Non-Fatal,Executive/Corporate,1
20120427X14331,2012-04-27,VMC,0.0,0.0,0.0,Bellanca,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120427X35846,2012-04-27,VMC,1.0,0.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20120427X55543,2012-04-27,VMC,0.0,0.0,1.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Aerial Application,1
20120428X12401,2012-04-27,VMC,0.0,1.0,1.0,Aviat Aircraft Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120428X40124,2012-04-27,VMC,0.0,2.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120428X74532,2012-04-27,VMC,0.0,0.0,0.0,Glass Roy L,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120504X92427,2012-04-27,VMC,0.0,0.0,0.0,Tucker-Hurni,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120428X53650,2012-04-28,VMC,0.0,0.0,0.0,Rice Leo B,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20120428X75500,2012-04-28,VMC,0.0,0.0,0.0,Hawker Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120428X75917,2012-04-28,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120430X35846,2012-04-28,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Public Aircraft - State,1
20120502X85511,2012-04-28,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20120430X00440,2012-04-29,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120430X05437,2012-04-29,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120430X23916,2012-04-29,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120501X72635,2012-04-29,VMC,0.0,1.0,0.0,Jonker Sailplanes Cc,Unknown,Unknown,Glider,Non-Fatal,Personal,1
20120502X00514,2012-04-29,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20120503X04849,2012-04-29,VMC,0.0,0.0,0.0,Eurocopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Instructional,1
