Event.Id,Event.Date,Weather.Condition,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Make,Engine.Type,Broad.phase.of.flight,Aircraft.Category,Injury.Severity,Purpose.of.flight,Accident_Count
20141003X71438,2014-10-03,VMC,1.0,0.0,0.0,Gaston Thomas D,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141004X50155,2014-10-03,VMC,1.0,0.0,0.0,Miller Raymond A,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141008X13916,2014-10-03,VMC,0.0,0.0,1.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Positioning,1
20141004X60516,2014-10-04,VMC,3.0,0.0,1.0,Bell Helicopter Textron,Turbo Shaft,Unknown,Helicopter,Fatal,Unknown,1
20141005X62841,2014-10-04,VMC,0.0,2.0,0.0,Aeronca,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141005X93420,2014-10-04,VMC,0.0,0.0,0.0,Hph Ltd,Unknown,Unknown,Glider,Non-Fatal,Personal,1
20141006X40044,2014-10-04,VMC,0.0,0.0,0.0,Cessna,Turbo Fan,Unknown,Airplane,Non-Fatal,Positioning,1
20141006X44407,2014-10-04,VMC,0.0,0.0,0.0,Rockwell International,Turbo Prop,Unknown,Airplane,Non-Fatal,Public Aircraft - Federal,1
20141008X11546,2014-10-04,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141008X94450,2014-10-04,VMC,0.0,0.0,0.0,Schweizer,Unknown,Unknown,Glider,Non-Fatal,Personal,1
20141021X41959,2014-10-04,IMC,0.0,0.0,0.0,Raytheon,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20141005X41513,2014-10-05,VMC,0.0,1.0,1.0,Socata,Turbo Prop,Unknown,Airplane,Non-Fatal,Personal,1
20141006X45028,2014-10-05,VMC,0.0,0.0,0.0,Corben Baby Ace,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141006X73012,2014-10-05,VMC,0.0,0.0,0.0,Embraer,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20141006X93704,2014-10-05,VMC,2.0,0.0,0.0,Celier Aviation,Reciprocating,Unknown,Gyrocraft,Fatal,Personal,1
20141007X12423,2014-10-05,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141007X20805,2014-10-06,VMC,0.0,0.0,0.0,Toerner Bob,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141112X90306,2014-10-06,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Aerial Application,1
20141007X20706,2014-10-07,VMC,1.0,0.0,0.0,Marsh Aviation,Turbo Prop,Unknown,Airplane,Fatal,Public Aircraft - Federal,1
20141008X12322,2014-10-07,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Positioning,1
20141009X54107,2014-10-08,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141009X80909,2014-10-08,VMC,0.0,0.0,0.0,Maule,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141009X23359,2014-10-09,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141014X20105,2014-10-09,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20141021X92911,2014-10-09,VMC,0.0,0.0,0.0,Kovars Gary D,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141010X40055,2014-10-10,VMC,0.0,2.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141010X62016,2014-10-10,VMC,0.0,0.0,0.0,Champion,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141011X20926,2014-10-10,UNK,0.0,0.0,0.0,Boeing,Unknown,Unknown,Airplane,Unknown,Unknown,1
20141017X90312,2014-10-10,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141011X11929,2014-10-11,VMC,0.0,0.0,0.0,American Legend Aircraft Co,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141015X91845,2014-10-11,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141017X84336,2014-10-11,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141012X14616,2014-10-12,VMC,0.0,2.0,0.0,Foxair Llc,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141012X30001,2014-10-12,VMC,2.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141012X50005,2014-10-12,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141015X85618,2014-10-12,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141015X92232,2014-10-12,VMC,0.0,1.0,1.0,Schweizer,Unknown,Unknown,Glider,Non-Fatal,Instructional,1
20141014X90107,2014-10-13,IMC,3.0,0.0,0.0,Raytheon Aircraft Company,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141014X14035,2014-10-14,IMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141014X82739,2014-10-14,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141031X20109,2014-10-14,VMC,0.0,0.0,1.0,Six Chuter,Unknown,Unknown,Powered Parachute,Non-Fatal,Personal,1
20141016X44059,2014-10-15,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141016X45532,2014-10-15,VMC,0.0,0.0,0.0,Raytheon Aircraft Company,Turbo Fan,Unknown,Airplane,Non-Fatal,Business,1
20141017X30721,2014-10-15,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141016X24919,2014-10-16,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Aerial Observation,1
20141016X33131,2014-10-16,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141016X33358,2014-10-16,VMC,2.0,0.0,0.0,Rockwell International,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20141016X53814,2014-10-16,VMC,1.0,0.0,1.0,Aeronca,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141016X82640,2014-10-16,VMC,0.0,0.0,3.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141203X55318,2014-10-16,VMC,0.0,1.0,1.0,Hughes Aero Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141017X44013,2014-10-17,VMC,0.0,0.0,0.0,Boeing,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20141020X13547,2014-10-17,VMC,0.0,1.0,0.0,Airbus Helicopters,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Public Aircraft - Federal,1
20141018X03448,2014-10-18,VMC,0.0,0.0,0.0,Airborne Windsports Pty Ltd,Reciprocating,Unknown,Weight-Shift,Non-Fatal,Instructional,1
20141018X11129,2014-10-18,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141019X50339,2014-10-18,VMC,0.0,2.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141020X51031,2014-10-18,VMC,0.0,0.0,1.0,Viguie G/Viguie M,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141020X70229,2014-10-18,VMC,0.0,0.0,0.0,Bae Systems,Turbo Fan,Unknown,Airplane,Non-Fatal,Public Aircraft - Federal,1
20141021X42241,2014-10-19,VMC,0.0,0.0,0.0,Cub Crafters Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Public Aircraft - Federal,1
20141023X25202,2014-10-19,VMC,0.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141020X44147,2014-10-20,VMC,1.0,0.0,0.0,Sonex,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141021X32212,2014-10-20,VMC,0.0,0.0,0.0,Indus Aviation Inc.,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141021X84349,2014-10-20,VMC,1.0,1.0,0.0,Cgs Aviation Llc,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141021X94521,2014-10-20,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Glider Tow,1
20141021X50721,2014-10-21,VMC,1.0,0.0,1.0,Beech,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20141022X53453,2014-10-21,VMC,0.0,1.0,1.0,Tuberville,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141104X42115,2014-10-21,VMC,0.0,1.0,1.0,Itec Inc,Reciprocating,Unknown,Powered Parachute,Non-Fatal,Other Work Use,1
20141023X75234,2014-10-22,VMC,0.0,0.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141023X01333,2014-10-23,VMC,3.0,1.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141023X80357,2014-10-23,VMC,0.0,0.0,0.0,Embraer-Empresa Brasileira De,Unknown,Unknown,Airplane,Non-Fatal,Unknown,1
20141023X81946,2014-10-23,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141027X90103,2014-10-23,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Positioning,1
20141028X05623,2014-10-23,VMC,0.0,0.0,0.0,North American,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141028X20742,2014-10-23,VMC,0.0,0.0,0.0,Rockwell,Turbo Prop,Unknown,Airplane,Non-Fatal,Unknown,1
20141028X32924,2014-10-23,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141030X45050,2014-10-23,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Other Work Use,1
20141031X13239,2014-10-23,VMC,0.0,1.0,0.0,Flight Design Gmbh,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141107X12803,2014-10-23,VMC,0.0,0.0,0.0,North American,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141024X30325,2014-10-24,VMC,0.0,0.0,1.0,Winston W Walker,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141024X40111,2014-10-24,VMC,0.0,0.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Business,1
20141024X52246,2014-10-24,VMC,2.0,0.0,0.0,Slingsby,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20141025X00646,2014-10-24,VMC,1.0,0.0,0.0,Stephenson,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141025X20212,2014-10-24,IMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141029X00642,2014-10-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141031X20709,2014-10-24,VMC,0.0,0.0,0.0,Siai Marchetti,Turbo Fan,Unknown,Airplane,Non-Fatal,Instructional,1
20141118X00341,2014-10-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141027X35545,2014-10-25,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141027X63155,2014-10-25,VMC,0.0,0.0,0.0,Doubleday Donald,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141030X04759,2014-10-25,VMC,0.0,0.0,1.0,Head,Unknown,Unknown,Balloon,Non-Fatal,Personal,1
20141105X41750,2014-10-25,VMC,0.0,2.0,0.0,Stol,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141106X72021,2014-10-25,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141128X93344,2014-10-25,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Personal,1
20141027X04708,2014-10-26,VMC,0.0,0.0,2.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141027X62323,2014-10-26,VMC,1.0,1.0,0.0,Huebbe,Unknown,Unknown,Airplane,Fatal,Personal,1
20141028X02457,2014-10-26,VMC,0.0,0.0,0.0,Cessna,Unknown,Unknown,Airplane,Non-Fatal,Personal,1
20141028X10957,2014-10-26,VMC,0.0,1.0,0.0,Solo Wings,Reciprocating,Unknown,Weight-Shift,Non-Fatal,Personal,1
20141028X13749,2014-10-26,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141028X14906,2014-10-26,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141028X20224,2014-10-26,VMC,0.0,0.0,0.0,Extra Flugzeugproduktions-Und,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141029X73258,2014-10-26,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141027X30645,2014-10-27,VMC,1.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141028X14929,2014-10-27,VMC,0.0,0.0,1.0,Eurocopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Public Aircraft - Federal,1
20141028X14937,2014-10-27,VMC,0.0,0.0,0.0,Air Tractor Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Aerial Application,1
20141107X83721,2014-10-27,VMC,0.0,0.0,0.0,Cessna,Turbo Fan,Unknown,Airplane,Non-Fatal,Personal,1
20141028X74031,2014-10-28,VMC,0.0,0.0,0.0,Henry Steven J,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141028X90023,2014-10-28,VMC,1.0,0.0,0.0,"Langston, Frederick L",Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141031X23227,2014-10-28,VMC,0.0,0.0,0.0,Aviat Aircraft Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141031X55441,2014-10-29,VMC,0.0,0.0,0.0,Curtiss Wright,Reciprocating,Unknown,Airplane,Non-Fatal,Flight Test,1
20141105X83801,2014-10-29,VMC,0.0,0.0,0.0,Robinson Helicopter Co,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Instructional,1
20141029X13346,2014-10-30,VMC,1.0,0.0,0.0,Hawker Aircraft Ltd,Turbo Jet,Unknown,Airplane,Fatal,Public Aircraft - Federal,1
20141030X24112,2014-10-30,VMC,1.0,0.0,0.0,Raytheon Aircraft Company,Turbo Prop,Unknown,Airplane,Fatal,Ferry,1
20141031X23604,2014-10-30,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141103X32740,2014-10-30,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141031X74653,2014-10-31,VMC,1.0,0.0,1.0,Scaled Composites,Hybrid Rocket,Unknown,Rocket,Fatal,Unknown,1
20141103X11325,2014-11-02,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141104X04728,2014-11-03,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141104X31543,2014-11-03,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141105X63307,2014-11-05,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141105X64342,2014-11-05,VMC,0.0,0.0,0.0,Extra Flugzeugproduktions-Und,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141107X75136,2014-11-06,IMC,3.0,0.0,0.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141107X22147,2014-11-07,VMC,0.0,0.0,2.0,Champion,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141107X32003,2014-11-08,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141109X22459,2014-11-08,VMC,1.0,0.0,1.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20141109X51608,2014-11-08,VMC,2.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141110X55657,2014-11-08,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141110X93949,2014-11-08,VMC,0.0,1.0,0.0,Mosier Robert S,Turbo Jet,Unknown,Helicopter,Non-Fatal,Personal,1
20141110X85554,2014-11-09,IMC,9.0,0.0,0.0,Gates Learjet Corp.,Turbo Fan,Unknown,Airplane,Fatal,Executive/Corporate,1
20141210X41907,2014-11-09,VMC,0.0,0.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20141110X63747,2014-11-10,VMC,0.0,0.0,1.0,Mooney,Reciprocating,Unknown,Airplane,Non-Fatal,Ferry,1
20141202X41937,2014-11-10,VMC,3.0,0.0,0.0,Beech,Turbo Prop,Unknown,Airplane,Fatal,Personal,1
20141223X45827,2014-11-10,VMC,0.0,0.0,0.0,Williams Glenn,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141116X75006,2014-11-11,VMC,0.0,0.0,0.0,Bell,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Unknown,1
20141120X63535,2014-11-12,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141112X21844,2014-11-13,VMC,1.0,0.0,0.0,Mooney Aircraft Corp.,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141113X54904,2014-11-13,VMC,0.0,2.0,0.0,Aerospatiale,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Instructional,1
20141114X44942,2014-11-13,VMC,0.0,0.0,0.0,Bell Bill,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141116X63507,2014-11-13,VMC,2.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Instructional,1
20141114X02733,2014-11-14,VMC,0.0,0.0,0.0,Champion,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141117X14954,2014-11-15,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141117X15544,2014-11-15,VMC,0.0,2.0,0.0,Robinson Helicopter,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20141117X21522,2014-11-15,VMC,0.0,0.0,0.0,Helio,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20141117X82642,2014-11-15,VMC,0.0,1.0,1.0,Dehavilland,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141117X83502,2014-11-15,VMC,0.0,1.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141119X62539,2014-11-15,IMC,2.0,0.0,0.0,Mooney,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141222X33551,2014-11-15,VMC,0.0,0.0,0.0,Cessna Aircraft Co,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141209X70253,2014-11-16,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141118X04903,2014-11-17,VMC,0.0,2.0,1.0,Ultramagic,Unknown,Unknown,Balloon,Non-Fatal,Aerial Observation,1
20141118X30503,2014-11-17,VMC,0.0,0.0,3.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20141118X44256,2014-11-18,VMC,1.0,0.0,0.0,Aero Commander,Reciprocating,Unknown,Airplane,Fatal,Unknown,1
20141119X50954,2014-11-18,VMC,0.0,0.0,0.0,Mcdonnell Douglas Helicopter,Turbo Shaft,Unknown,Helicopter,Non-Fatal,External Load,1
20141120X10212,2014-11-20,IMC,0.0,1.0,0.0,Beech,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141121X51337,2014-11-20,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141121X15631,2014-11-21,VMC,0.0,0.0,0.0,Boeing,Turbo Fan,Unknown,Airplane,Non-Fatal,Flight Test,1
20141121X43003,2014-11-21,VMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141121X55418,2014-11-21,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141123X91658,2014-11-21,VMC,0.0,0.0,0.0,Embraer S.A.,Turbo Fan,Unknown,Airplane,Non-Fatal,Positioning,1
20141124X51124,2014-11-21,VMC,0.0,0.0,1.0,Mccrary Bobby C Jr,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141123X20214,2014-11-23,VMC,1.0,0.0,0.0,Aero Commander,Reciprocating,Unknown,Airplane,Fatal,Positioning,1
20141123X61400,2014-11-23,VMC,0.0,0.0,0.0,Embraer,Turbo Fan,Unknown,Airplane,Non-Fatal,Personal,1
20141125X14315,2014-11-23,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150504X14832,2014-11-23,VMC,0.0,0.0,0.0,Bellanca,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141124X61240,2014-11-24,VMC,1.0,0.0,0.0,Ross H/Herriott M,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141124X93019,2014-11-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Aerial Observation,1
20141128X82658,2014-11-24,VMC,0.0,0.0,0.0,Hiller,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20141211X62917,2014-11-24,IMC,0.0,12.0,1.0,Boeing,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
20141223X60511,2014-11-24,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141202X05625,2014-11-26,IMC,0.0,0.0,0.0,Socata,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141204X91829,2014-11-27,VMC,0.0,1.0,0.0,Md Helicopter Inc,Turbo Shaft,Unknown,Helicopter,Non-Fatal,Unknown,1
20141208X13517,2014-11-27,VMC,0.0,1.0,1.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Unknown,1
20141130X32637,2014-11-28,VMC,1.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141201X42820,2014-11-28,VMC,0.0,0.0,0.0,American Champion Aircraft,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141201X83413,2014-11-28,VMC,0.0,3.0,1.0,Cirrus Design Corp.,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141202X03031,2014-11-28,VMC,0.0,0.0,4.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141201X94833,2014-11-29,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141208X92349,2014-11-29,VMC,0.0,0.0,1.0,Rans,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141130X22258,2014-11-30,VMC,1.0,0.0,3.0,Bellanca,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141130X30132,2014-11-30,VMC,1.0,0.0,0.0,Air Tractor Inc,Turbo Prop,Unknown,Airplane,Fatal,Aerial Application,1
20141201X10224,2014-11-30,VMC,0.0,0.0,2.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141202X14222,2014-11-30,VMC,0.0,0.0,1.0,Siegel Gerald,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141202X95601,2014-11-30,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141202X21956,2014-12-02,IMC,1.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Fatal,Personal,1
20141202X24526,2014-12-02,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Unknown,Unknown,1
20141202X73240,2014-12-02,VMC,2.0,0.0,0.0,Robinson Helicopter Company,Reciprocating,Unknown,Helicopter,Fatal,Personal,1
20141203X50034,2014-12-02,VMC,0.0,2.0,0.0,Nanchang,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141203X92851,2014-12-02,VMC,0.0,0.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20141205X44837,2014-12-02,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141203X85507,2014-12-03,VMC,0.0,0.0,0.0,Stafford Wayne H,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141205X80248,2014-12-04,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Skydiving,1
20141211X61335,2014-12-04,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141208X45533,2014-12-04,UNK,2.0,0.0,0.0,Schweizer,Unknown,Unknown,Helicopter,Fatal,Instructional,1
20141208X21730,2014-12-05,VMC,0.0,0.0,1.0,Cirrus Design Corp,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141208X81757,2014-12-05,VMC,0.0,1.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Instructional,1
20141206X65206,2014-12-06,VMC,0.0,0.0,0.0,Fouga,Turbo Jet,Unknown,Airplane,Non-Fatal,Personal,1
20141208X63413,2014-12-06,VMC,0.0,2.0,0.0,Cubcrafters Inc,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141209X43949,2014-12-06,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141207X85731,2014-12-07,VMC,0.0,0.0,0.0,Taylorcraft,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141208X60148,2014-12-07,VMC,0.0,1.0,0.0,Piper,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141208X40306,2014-12-08,IMC,3.0,0.0,0.0,Embraer,Turbo Jet,Unknown,Airplane,Fatal,Personal,1
20141222X60930,2014-12-08,VMC,0.0,1.0,0.0,Enstrom,Reciprocating,Unknown,Helicopter,Non-Fatal,Instructional,1
20150106X05843,2014-12-08,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20141209X00958,2014-12-09,VMC,0.0,2.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Business,1
20141211X21259,2014-12-10,VMC,0.0,0.0,0.0,Cessna,Reciprocating,Unknown,Airplane,Non-Fatal,Public Aircraft - Local,1
20141211X21544,2014-12-10,VMC,0.0,0.0,0.0,Mcholland,Reciprocating,Unknown,Airplane,Non-Fatal,Personal,1
20150116X52840,2014-12-11,IMC,0.0,0.0,1.0,Boeing,Turbo Fan,Unknown,Airplane,Non-Fatal,Unknown,1
